Island,Date,Genus,Species,Species whole,Latitude,Longitude,Datum,Record type,Collector,Method,Comments,Description,Class,Order,Family,Institution,Expedition
Bigge ,29 Jul 2007,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.58806,125.18417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Bigge Is camp1 29Jul07.wav  Call ID by: NMcK,"Bigge Island, site 10. Camp1, Pkl cliff overlooking flowing creek with melateucas & pandanas",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Bigge ,30 Jul 2007,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.58861,125.18556,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Bigge Is camp1 30July07 X16.mp3  Call ID by: RB&NMcK,"Bigge Island, site 12. Pdh creek line between Pkl hills & 0.21km  behind mangrove inlet",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Bigge ,01 Aug 2007,Taphozous,georgianus,Taphozous georgianus,-14.58528,125.10278,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Bigge Is camp2 1Aug07 x16.mp3  Call ID by: NMcK,"Bigge Island, site 11. Pkl valley on edge of alluvial valley 200m east of camp2",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Bigge ,29 Jul 2007,Taphozous,georgianus,Taphozous georgianus,-14.58806,125.18417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Bigge Is camp1 29Jul07.wav  Call ID by: NMcK,"Bigge Island, site 10. Camp1, Pkl cliff overlooking flowing creek with melateucas & pandanas",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Bigge ,30 Jul 2007,Taphozous,georgianus,Taphozous georgianus,-14.58861,125.18556,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Bigge Is camp1 30July07 X16.mp3  Call ID by: RB&NMcK,"Bigge Island, site 12. Pdh creek line between Pkl hills & 0.21km  behind mangrove inlet",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Bigge ,01 Aug 2007,Vespadelus,caurinus,Vespadelus caurinus,-14.58528,125.10278,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Bigge Is camp2 1Aug07 x16.mp3  Call ID by: NMcK,"Bigge Island, site 11. Pkl valley on edge of alluvial valley 200m east of camp2",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Bigge ,30 Jul 2007,Vespadelus,douglasorum,Vespadelus douglasorum,-14.58861,125.18556,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Bigge Is camp1 30July07 X16.mp3  Call ID by: RB&NMcK,"Bigge Island, site 12. Pdh creek line between Pkl hills & 0.21km  behind mangrove inlet",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Aug 2007,Hipposideros,stenotis,Hipposideros stenotis,-15.07222,125.18417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Aug07 X16.mp3  Call ID by: RB,"Boongaree Island, site 14. Pdh-Pkl riparian woodland beside overgrown flowing brook",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Aug 2007,Macroderma,gigas,Macroderma gigas,-15.07222,125.18417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Aug07 X16.mp3  Call ID by: RB,"Boongaree Island, site 14. Pdh-Pkl riparian woodland beside overgrown flowing brook",MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Aug 2007,Miniopterus,schreibersii,Miniopterus schreibersii,-15.07222,125.18417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Aug07 X16.mp3  Call ID by: RB,"Boongaree Island, site 14. Pdh-Pkl riparian woodland beside overgrown flowing brook",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Feb 2009,Pipistrellus,westralis,Pipistrellus westralis,-15.05972,125.17556,WGS84,call ID,LG team,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Feb09 creek on sandstone X16.wav  Call ID by: RB,"Boongaree Island, site 13. Flowing creek on a sandstone ridge 15m from mangroves - not much other veg",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Aug 2007,Saccolaimus,flaviventris,Saccolaimus flaviventris,-15.07222,125.18417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Aug07 X16.mp3  Call ID by: RB,"Boongaree Island, site 14. Pdh-Pkl riparian woodland beside overgrown flowing brook",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Feb 2009,Saccolaimus,flaviventris,Saccolaimus flaviventris,-15.05972,125.17556,WGS84,call ID,LG team,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Feb09 creek on sandstone X16.wav  Call ID by: RB,"Boongaree Island, site 13. Flowing creek on a sandstone ridge 15m from mangroves - not much other veg",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Feb 2009,Taphozous,georgianus,Taphozous georgianus,-15.05972,125.17556,WGS84,call ID,LG team,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Feb09 creek on sandstone X16.wav  Call ID by: RB,"Boongaree Island, site 13. Flowing creek on a sandstone ridge 15m from mangroves - not much other veg",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Aug 2007,Vespadelus,caurinus,Vespadelus caurinus,-15.07222,125.18417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Aug07 X16.mp3  Call ID by: RB,"Boongaree Island, site 14. Pdh-Pkl riparian woodland beside overgrown flowing brook",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Feb 2009,Vespadelus,caurinus,Vespadelus caurinus,-15.05972,125.17556,WGS84,call ID,LG team,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Feb09 creek on sandstone X16.wav  Call ID by: RB,"Boongaree Island, site 13. Flowing creek on a sandstone ridge 15m from mangroves - not much other veg",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Boongaree ,07 Feb 2009,Vespadelus,douglasorum,Vespadelus douglasorum,-15.05972,125.17556,WGS84,call ID,LG team,Anabat-minidisc,Anabat-minidisc File name: Boongaree Is 7Feb09 creek on sandstone X16.wav  Call ID by: RB,"Boongaree Island, site 13. Flowing creek on a sandstone ridge 15m from mangroves - not much other veg",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Chaerephon,jobensis,Chaerephon jobensis,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,17 May 2014,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,-14.45611,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Top of sandstone plateau with Eucs and Triodia, 0.6 km behind mangal on SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Hipposideros,stenotis,Hipposideros stenotis,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Miniopterus,schreibersii,Miniopterus schreibersii,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Miniopterus,schreibersii,Miniopterus schreibersii,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,17 May 2014,Miniopterus,schreibersii,Miniopterus schreibersii,-14.45611,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Top of sandstone plateau with Eucs and Triodia, 0.6 km behind mangal on SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Mormopterus,loriae,Mormopterus loriae,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,17 May 2014,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,-14.45611,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Top of sandstone plateau with Eucs and Triodia, 0.6 km behind mangal on SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Nyctophilus,geoffroyi pallescens,Nyctophilus geoffroyi pallescens,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,17 May 2014,Nyctophilus,geoffroyi pallescens,Nyctophilus geoffroyi pallescens,-14.45611,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Top of sandstone plateau with Eucs and Triodia, 0.6 km behind mangal on SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Nyctophilus,walkeri,Nyctophilus walkeri,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,17 May 2014,Nyctophilus,walkeri,Nyctophilus walkeri,-14.45611,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Top of sandstone plateau with Eucs and Triodia, 0.6 km behind mangal on SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Pipistrellus,westralis,Pipistrellus westralis,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Pipistrellus,westralis,Pipistrellus westralis,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,17 May 2014,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.45611,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Top of sandstone plateau with Eucs and Triodia, 0.6 km behind mangal on SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Saccolaimus,saccolaimus,Saccolaimus saccolaimus,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Scotorepens,sanborni,Scotorepens sanborni,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Scotorepens,sanborni,Scotorepens sanborni,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Taphozous,georgianus,Taphozous georgianus,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Taphozous,georgianus,Taphozous georgianus,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,17 May 2014,Taphozous,georgianus,Taphozous georgianus,-14.45611,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Top of sandstone plateau with Eucs and Triodia, 0.6 km behind mangal on SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,14 May 2014,Vespadelus,caurinus,Vespadelus caurinus,-14.46278,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Mangroves on SE corner of Buckle Head, E of  mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Vespadelus,caurinus,Vespadelus caurinus,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,17 May 2014,Vespadelus,caurinus,Vespadelus caurinus,-14.45611,127.86056,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Top of sandstone plateau with Eucs and Triodia, 0.6 km behind mangal on SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Buckle Head,16 May 2014,Vespadelus,douglasorum,Vespadelus douglasorum,-14.46028,127.85944,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Buckle Head. Tall melaeuca woodland in dry seasonally inundated alluvial flat/swamp 0.1 km behind mangal at SE corner of Buckle Head, E of mouth of Berkley River",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Byam Martin ,03 Jun 2008,Miniopterus,schreibersii,Miniopterus schreibersii,-15.38556,124.36194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Byam Martin Is 3Jun08 x16.mp3  Call ID by: NMcK,"Byam Martin Island, site 16. In and adjacent to camp at interface of dry vinethicket and spinifex hill",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Byam Martin ,03 Jun 2008,Pipistrellus,westralis,Pipistrellus westralis,-15.38556,124.36194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Byam Martin Is 3Jun08 x16.mp3  Call ID by: NMcK,"Byam Martin Island, site 16. In and adjacent to camp at interface of dry vinethicket and spinifex hill",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Byam Martin ,05 Jun 2008,Taphozous,georgianus,Taphozous georgianus,-15.38694,124.36222,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Byam Martin 5June08 x16.mp3  Call ID by: NMcK,"Byam Martin Island, site 15. Vine thicket & spinifex hillside; 200m from a few mangrove tree",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Byam Martin ,03 Jun 2008,Taphozous,georgianus,Taphozous georgianus,-15.38556,124.36194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Byam Martin Is 3Jun08 x16.mp3  Call ID by: NMcK,"Byam Martin Island, site 16. In and adjacent to camp at interface of dry vinethicket and spinifex hill",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Champagny ,15 Jul 2014,Hipposideros,stenotis,Hipposideros stenotis,-15.31278,124.27833,WGS84,call ID,MC&LG,SM2mono,ID by NMcK  from SM2mono recordings on night of 15July2014,Champagne Island. Sandstone country near beach and mangrove patch,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Champagny ,16 Jul 2014,Hipposideros,stenotis,Hipposideros stenotis,-15.31139,124.27722,WGS84,call ID,MC&LG,SM2mono,ID by NMcK  from SM2mono recordings on night of 16July2014,Champagne Island. Sandstone country near small mangrove inlet,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Champagny ,16 Jul 2014,Macroderma,gigas,Macroderma gigas,-15.31139,124.27722,WGS84,call ID,MC&LG,SM2mono,ID by NMcK  from SM2mono recordings on night of 16July2014,Champagne Island. Sandstone country near small mangrove inlet,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Champagny ,15 Jul 2014,Miniopterus,schreibersii,Miniopterus schreibersii,-15.31278,124.27833,WGS84,call ID,MC&LG,SM2mono,ID by NMcK  from SM2mono recordings on night of 15July2014,Champagne Island. Sandstone country near beach and mangrove patch,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Champagny ,16 Jul 2014,Miniopterus,schreibersii,Miniopterus schreibersii,-15.31139,124.27722,WGS84,call ID,MC&LG,SM2mono,ID by NMcK  from SM2mono recordings on night of 16July2014,Champagne Island. Sandstone country near small mangrove inlet,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Champagny ,16 Jul 2014,Taphozous,georgianus,Taphozous georgianus,-15.31139,124.27722,WGS84,call ID,MC&LG,SM2mono,ID by NMcK  from SM2mono recordings on night of 16July2014,Champagne Island. Sandstone country near small mangrove inlet,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Champagny ,15 Jul 2014,Vespadelus,caurinus,Vespadelus caurinus,-15.31278,124.27833,WGS84,call ID,MC&LG,SM2mono,ID by NMcK  from SM2mono recordings on night of 15July2014,Champagne Island. Sandstone country near beach and mangrove patch,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Champagny ,16 Jul 2014,Vespadelus,caurinus,Vespadelus caurinus,-15.31139,124.27722,WGS84,call ID,MC&LG,SM2mono,ID by NMcK  from SM2mono recordings on night of 16July2014,Champagne Island. Sandstone country near small mangrove inlet,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Chaerephon,jobensis,Chaerephon jobensis,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3    Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,03 Jun 2008,Hipposideros,stenotis,Hipposideros stenotis,-15.02833,124.95194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is Sth End 3June08 x16.mp3    Call ID by: NMcK,"Coronation Island, Camp 2, site 18. Huge coastal Pkc boulders just behind mangroves",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,31 May 2008,Hipposideros,stenotis,Hipposideros stenotis,-15.03083,124.94972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 31May08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 17. Small pool in rocky Pkc gully 50m behind mangroves, netted Mm Na Vc saw Pa",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Hipposideros,stenotis,Hipposideros stenotis,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3    Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,31 May 2008,Macroderma,gigas,Macroderma gigas,-15.03083,124.94972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 31May08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 17. Small pool in rocky Pkc gully 50m behind mangroves, netted Mm Na Vc saw Pa",MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Macroderma,gigas,Macroderma gigas,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3  Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
